contest_type	contest_district_type	Selection	Contest	ReportingUnit	CountItemType	Count
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Grand County	total	2832
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Gunnison County	total	2393
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Hinsdale County	total	168
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Huerfano County	total	1366
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Jackson County	total	220
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Jefferson County	total	122165
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Kiowa County	total	260
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Kit Carson County	total	1333
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;La Plata County	total	8410
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Lake County	total	967
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Larimer County	total	69216
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Las Animas County	total	2045
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Lincoln County	total	685
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Logan County	total	2826
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Mesa County	total	20877
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Mineral County	total	190
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Moffat County	total	1376
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Montezuma County	total	3441
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Montrose County	total	5690
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Morgan County	total	3632
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Otero County	total	2428
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Ouray County	total	974
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Park County	total	3679
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Phillips County	total	656
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Pitkin County	total	3642
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Prowers County	total	1385
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Pueblo County	total	24433
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Rio Blanco County	total	875
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Rio Grande County	total	1449
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Routt County	total	4255
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Saguache County	total	797
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;San Juan County	total	119
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;San Miguel County	total	1228
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Sedgwick County	total	362
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Summit County	total	5422
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Teller County	total	4798
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Washington County	total	798
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Weld County	total	49798
BallotMeasure	state	Yes	Bonds for Transportation Projects	Colorado;Yuma County	total	1343
BallotMeasure	state	No	Campaign Contributions	Colorado;Adams County	total	108205
BallotMeasure	state	No	Campaign Contributions	Colorado;Alamosa County	total	4180
BallotMeasure	state	No	Campaign Contributions	Colorado;Arapahoe County	total	164295
BallotMeasure	state	No	Campaign Contributions	Colorado;Archuleta County	total	4318
BallotMeasure	state	No	Campaign Contributions	Colorado;Baca County	total	1330
BallotMeasure	state	No	Campaign Contributions	Colorado;Bent County	total	1341
BallotMeasure	state	No	Campaign Contributions	Colorado;Boulder County	total	116601
BallotMeasure	state	No	Campaign Contributions	Colorado;Broomfield County	total	21966
BallotMeasure	state	No	Campaign Contributions	Colorado;Chaffee County	total	6848
BallotMeasure	state	No	Campaign Contributions	Colorado;Cheyenne County	total	692
BallotMeasure	state	No	Campaign Contributions	Colorado;Clear Creek County	total	3376
BallotMeasure	state	No	Campaign Contributions	Colorado;Conejos County	total	2467
BallotMeasure	state	No	Campaign Contributions	Colorado;Costilla County	total	1015
BallotMeasure	state	No	Campaign Contributions	Colorado;Crowley County	total	999
BallotMeasure	state	No	Campaign Contributions	Colorado;Custer County	total	1898
BallotMeasure	state	No	Campaign Contributions	Colorado;Delta County	total	10412
BallotMeasure	state	No	Campaign Contributions	Colorado;Denver County	total	191077
BallotMeasure	state	No	Campaign Contributions	Colorado;Dolores County	total	850
BallotMeasure	state	No	Campaign Contributions	Colorado;Douglas County	total	105681
BallotMeasure	state	No	Campaign Contributions	Colorado;Eagle County	total	12451
BallotMeasure	state	No	Campaign Contributions	Colorado;El Paso County	total	163650
BallotMeasure	state	No	Campaign Contributions	Colorado;Elbert County	total	9328
BallotMeasure	state	No	Campaign Contributions	Colorado;Fremont County	total	13302
BallotMeasure	state	No	Campaign Contributions	Colorado;Garfield County	total	15544
BallotMeasure	state	No	Campaign Contributions	Colorado;Gilpin County	total	2187
BallotMeasure	state	No	Campaign Contributions	Colorado;Grand County	total	4971
BallotMeasure	state	No	Campaign Contributions	Colorado;Gunnison County	total	5526
BallotMeasure	state	No	Campaign Contributions	Colorado;Hinsdale County	total	348
BallotMeasure	state	No	Campaign Contributions	Colorado;Huerfano County	total	2347
BallotMeasure	state	No	Campaign Contributions	Colorado;Jackson County	total	578
BallotMeasure	state	No	Campaign Contributions	Colorado;Jefferson County	total	189001
BallotMeasure	state	No	Campaign Contributions	Colorado;Kiowa County	total	515
BallotMeasure	state	No	Campaign Contributions	Colorado;Kit Carson County	total	1798
BallotMeasure	state	No	Campaign Contributions	Colorado;La Plata County	total	16599
BallotMeasure	state	No	Campaign Contributions	Colorado;Lake County	total	1825
BallotMeasure	state	No	Campaign Contributions	Colorado;Larimer County	total	111343
BallotMeasure	state	No	Campaign Contributions	Colorado;Las Animas County	total	4381
BallotMeasure	state	No	Campaign Contributions	Colorado;Lincoln County	total	1417
BallotMeasure	state	No	Campaign Contributions	Colorado;Logan County	total	5600
BallotMeasure	state	No	Campaign Contributions	Colorado;Mesa County	total	45499
BallotMeasure	state	No	Campaign Contributions	Colorado;Mineral County	total	413
BallotMeasure	state	No	Campaign Contributions	Colorado;Moffat County	total	3860
BallotMeasure	state	No	Campaign Contributions	Colorado;Montezuma County	total	7871
BallotMeasure	state	No	Campaign Contributions	Colorado;Montrose County	total	12950
BallotMeasure	state	No	Campaign Contributions	Colorado;Morgan County	total	7408
BallotMeasure	state	No	Campaign Contributions	Colorado;Otero County	total	5302
BallotMeasure	state	No	Campaign Contributions	Colorado;Ouray County	total	2035
BallotMeasure	state	No	Campaign Contributions	Colorado;Park County	total	6335
BallotMeasure	state	No	Campaign Contributions	Colorado;Phillips County	total	1393
BallotMeasure	state	No	Campaign Contributions	Colorado;Pitkin County	total	5418
BallotMeasure	state	No	Campaign Contributions	Colorado;Prowers County	total	2917
BallotMeasure	state	No	Campaign Contributions	Colorado;Pueblo County	total	43416
BallotMeasure	state	No	Campaign Contributions	Colorado;Rio Blanco County	total	2222
BallotMeasure	state	No	Campaign Contributions	Colorado;Rio Grande County	total	3510
BallotMeasure	state	No	Campaign Contributions	Colorado;Routt County	total	8376
BallotMeasure	state	No	Campaign Contributions	Colorado;Saguache County	total	1785
BallotMeasure	state	No	Campaign Contributions	Colorado;San Juan County	total	293
BallotMeasure	state	No	Campaign Contributions	Colorado;San Miguel County	total	2565
BallotMeasure	state	No	Campaign Contributions	Colorado;Sedgwick County	total	857
BallotMeasure	state	No	Campaign Contributions	Colorado;Summit County	total	8523
BallotMeasure	state	No	Campaign Contributions	Colorado;Teller County	total	7937
BallotMeasure	state	No	Campaign Contributions	Colorado;Washington County	total	1635
BallotMeasure	state	No	Campaign Contributions	Colorado;Weld County	total	81338
BallotMeasure	state	No	Campaign Contributions	Colorado;Yuma County	total	2715
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Adams County	total	51179
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Alamosa County	total	1611
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Arapahoe County	total	90202
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Archuleta County	total	2035
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Baca County	total	409
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Bent County	total	468
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Boulder County	total	47529
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Broomfield County	total	12527
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Chaffee County	total	3476
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Cheyenne County	total	251
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Clear Creek County	total	1752
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Conejos County	total	818
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Costilla County	total	438
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Crowley County	total	339
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Custer County	total	889
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Delta County	total	3956
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Denver County	total	102453
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Dolores County	total	229
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Douglas County	total	60594
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Eagle County	total	7903
BallotMeasure	state	Yes	Campaign Contributions	Colorado;El Paso County	total	103405
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Elbert County	total	4775
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Fremont County	total	5361
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Garfield County	total	7171
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Gilpin County	total	1009
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Grand County	total	2398
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Gunnison County	total	2681
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Hinsdale County	total	170
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Huerfano County	total	1062
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Jackson County	total	166
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Jefferson County	total	100810
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Kiowa County	total	215
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Kit Carson County	total	1159
BallotMeasure	state	Yes	Campaign Contributions	Colorado;La Plata County	total	9736
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Lake County	total	861
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Larimer County	total	59591
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Las Animas County	total	1561
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Lincoln County	total	584
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Logan County	total	2437
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Mesa County	total	19299
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Mineral County	total	144
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Moffat County	total	1257
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Montezuma County	total	3110
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Montrose County	total	5173
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Morgan County	total	2854
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Otero County	total	1844
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Ouray County	total	1020
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Park County	total	2806
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Phillips County	total	517
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Pitkin County	total	3706
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Prowers County	total	1049
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Pueblo County	total	19963
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Rio Blanco County	total	624
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Rio Grande County	total	1235
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Routt County	total	4084
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Saguache County	total	728
BallotMeasure	state	Yes	Campaign Contributions	Colorado;San Juan County	total	141
BallotMeasure	state	Yes	Campaign Contributions	Colorado;San Miguel County	total	1236
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Sedgwick County	total	271
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Summit County	total	4715
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Teller County	total	4242
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Washington County	total	634
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Weld County	total	37801
BallotMeasure	state	Yes	Campaign Contributions	Colorado;Yuma County	total	1198
BallotMeasure	state	No	Compensation for Market Value Reduction	Colorado;Adams County	total	78452
BallotMeasure	state	No	Compensation for Market Value Reduction	Colorado;Alamosa County	total	3048
BallotMeasure	state	No	Compensation for Market Value Reduction	Colorado;Arapahoe County	total	131236
BallotMeasure	state	No	Compensation for Market Value Reduction	Colorado;Archuleta County	total	2666
BallotMeasure	state	No	Compensation for Market Value Reduction	Colorado;Baca County	total	718
BallotMeasure	state	No	Compensation for Market Value Reduction	Colorado;Bent County	total	813
BallotMeasure	state	No	Compensation for Market Value Reduction	Colorado;Boulder County	total	117384
BallotMeasure	state	No	Compensation for Market Value Reduction	Colorado;Broomfield County	total	20853
BallotMeasure	state	No	Compensation for Market Value Reduction	Colorado;Chaffee County	total	5671
BallotMeasure	state	No	Compensation for Market Value Reduction	Colorado;Cheyenne County	total	445
BallotMeasure	state	No	Compensation for Market Value Reduction	Colorado;Clear Creek County	total	2664
BallotMeasure	state	No	Compensation for Market Value Reduction	Colorado;Conejos County	total	1555
BallotMeasure	state	No	Compensation for Market Value Reduction	Colorado;Costilla County	total	680
