contest_type	contest_district_type	Selection	Contest	ReportingUnit	CountItemType	Count
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Archuleta County	total	2873
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Baca County	total	1193
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Bent County	total	1061
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Boulder County	total	31987
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Broomfield County	total	10416
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Chaffee County	total	4140
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Cheyenne County	total	628
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Clear Creek County	total	1777
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Conejos County	total	1786
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Costilla County	total	609
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Crowley County	total	785
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Custer County	total	1308
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Delta County	total	7937
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Denver County	total	53603
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Dolores County	total	727
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Douglas County	total	62313
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Eagle County	total	6184
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;El Paso County	total	101722
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Elbert County	total	7422
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Fremont County	total	9939
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Garfield County	total	8927
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Gilpin County	total	1207
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Grand County	total	2887
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Gunnison County	total	2881
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Hinsdale County	total	269
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Huerfano County	total	1419
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Jackson County	total	458
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Jefferson County	total	94605
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Kiowa County	total	458
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Kit Carson County	total	1524
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;La Plata County	total	9352
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Lake County	total	1097
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Larimer County	total	57579
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Las Animas County	total	2871
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Lincoln County	total	1274
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Logan County	total	4650
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Mesa County	total	34820
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Mineral County	total	260
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Moffat County	total	3188
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Montezuma County	total	5362
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Montrose County	total	9910
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Morgan County	total	5569
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Otero County	total	3767
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Ouray County	total	1095
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Park County	total	4138
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Phillips County	total	1089
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Pitkin County	total	1810
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Prowers County	total	2378
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Pueblo County	total	27736
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Rio Blanco County	total	1796
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Rio Grande County	total	2414
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Routt County	total	4217
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Saguache County	total	935
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;San Juan County	total	136
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;San Miguel County	total	964
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Sedgwick County	total	620
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Summit County	total	3633
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Teller County	total	5926
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Washington County	total	1524
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Weld County	total	50805
BallotMeasure	state	No	Prohibit Slavery and Involuntary Servitude	Colorado;Yuma County	total	2309
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Adams County	total	103688
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Alamosa County	total	3189
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Arapahoe County	total	178251
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Archuleta County	total	3563
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Baca County	total	576
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Bent County	total	767
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Boulder County	total	136912
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Broomfield County	total	24395
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Chaffee County	total	6352
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Cheyenne County	total	328
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Clear Creek County	total	3399
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Conejos County	total	1478
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Costilla County	total	865
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Crowley County	total	551
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Custer County	total	1460
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Delta County	total	6547
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Denver County	total	240464
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Dolores County	total	403
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Douglas County	total	106242
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Eagle County	total	14644
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;El Paso County	total	166719
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Elbert County	total	6752
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Fremont County	total	8922
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Garfield County	total	14104
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Gilpin County	total	2052
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Grand County	total	4506
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Gunnison County	total	5636
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Hinsdale County	total	271
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Huerfano County	total	2045
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Jackson County	total	278
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Jefferson County	total	199144
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Kiowa County	total	260
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Kit Carson County	total	1366
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;La Plata County	total	17830
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Lake County	total	1687
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Larimer County	total	115827
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Las Animas County	total	3081
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Lincoln County	total	735
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Logan County	total	3436
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Mesa County	total	30158
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Mineral County	total	299
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Moffat County	total	1934
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Montezuma County	total	5837
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Montrose County	total	8212
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Morgan County	total	4655
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Otero County	total	3368
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Ouray County	total	1997
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Park County	total	5056
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Phillips County	total	845
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Pitkin County	total	7483
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Prowers County	total	1544
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Pueblo County	total	35924
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Rio Blanco County	total	1048
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Rio Grande County	total	2316
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Routt County	total	8504
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Saguache County	total	1593
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;San Juan County	total	290
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;San Miguel County	total	2957
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Sedgwick County	total	538
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Summit County	total	9948
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Teller County	total	6523
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Washington County	total	792
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Weld County	total	67649
BallotMeasure	state	Yes	Prohibit Slavery and Involuntary Servitude	Colorado;Yuma County	total	1595
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Adams County	total	99230
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Alamosa County	total	3406
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Arapahoe County	total	146567
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Archuleta County	total	3355
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Baca County	total	1455
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Bent County	total	1282
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Boulder County	total	50705
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Broomfield County	total	16066
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Chaffee County	total	5412
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Cheyenne County	total	901
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Clear Creek County	total	2818
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Conejos County	total	2210
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Costilla County	total	766
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Crowley County	total	968
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Custer County	total	1719
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Delta County	total	9747
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Denver County	total	123784
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Dolores County	total	913
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Douglas County	total	112726
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Eagle County	total	8721
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;El Paso County	total	162445
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Elbert County	total	10517
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Fremont County	total	12377
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Garfield County	total	12855
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Gilpin County	total	1657
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Grand County	total	4118
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Gunnison County	total	3527
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Hinsdale County	total	340
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Huerfano County	total	1863
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Jackson County	total	649
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Jefferson County	total	172688
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Kiowa County	total	638
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Kit Carson County	total	2518
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;La Plata County	total	13202
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Lake County	total	1400
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Larimer County	total	94909
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Las Animas County	total	4045
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Lincoln County	total	1693
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Logan County	total	7516
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Mesa County	total	49001
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Mineral County	total	341
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Moffat County	total	4382
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Montezuma County	total	6756
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Montrose County	total	12619
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Morgan County	total	9153
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Otero County	total	5057
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Ouray County	total	1324
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Park County	total	5625
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Phillips County	total	1673
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Pitkin County	total	2641
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Prowers County	total	3141
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Pueblo County	total	40144
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Rio Blanco County	total	2738
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Rio Grande County	total	3179
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Routt County	total	5667
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Saguache County	total	1097
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;San Juan County	total	186
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;San Miguel County	total	1025
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Sedgwick County	total	915
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Summit County	total	5371
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Teller County	total	7859
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Washington County	total	2119
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Weld County	total	93994
BallotMeasure	state	No	Setback Requirement for Oil and Gas	Colorado;Yuma County	total	3569
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Adams County	total	69216
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Alamosa County	total	2484
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Arapahoe County	total	119773
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Archuleta County	total	3194
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Baca County	total	349
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Bent County	total	547
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Boulder County	total	122067
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Broomfield County	total	19762
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Chaffee County	total	5286
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Cheyenne County	total	97
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Clear Creek County	total	2472
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Conejos County	total	1229
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Costilla County	total	760
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Crowley County	total	387
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Custer County	total	1087
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Delta County	total	5098
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Denver County	total	177826
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Dolores County	total	271
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Douglas County	total	60863
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Eagle County	total	12974
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;El Paso County	total	110209
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Elbert County	total	3964
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Fremont County	total	6747
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Garfield County	total	11033
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Gilpin County	total	1656
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Grand County	total	3506
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Gunnison County	total	5079
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Hinsdale County	total	210
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Huerfano County	total	1683
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Jackson County	total	146
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Jefferson County	total	129243
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Kiowa County	total	119
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Kit Carson County	total	532
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;La Plata County	total	14411
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Lake County	total	1416
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Larimer County	total	83717
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Las Animas County	total	2153
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Lincoln County	total	381
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Logan County	total	1125
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Mesa County	total	18179
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Mineral County	total	244
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Moffat County	total	994
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Montezuma County	total	4739
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Montrose County	total	6018
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Morgan County	total	1580
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Otero County	total	2184
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Ouray County	total	1854
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Park County	total	3731
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Phillips County	total	360
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Pitkin County	total	6764
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Prowers County	total	914
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Pueblo County	total	24982
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Rio Blanco County	total	347
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Rio Grande County	total	1669
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Routt County	total	7352
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Saguache County	total	1523
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;San Juan County	total	257
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;San Miguel County	total	2992
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Sedgwick County	total	284
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Summit County	total	8385
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Teller County	total	4648
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Washington County	total	293
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Weld County	total	32823
BallotMeasure	state	Yes	Setback Requirement for Oil and Gas	Colorado;Yuma County	total	550
BallotMeasure	state	No	Transportation Funding	Colorado;Adams County	total	102928
BallotMeasure	state	No	Transportation Funding	Colorado;Alamosa County	total	3841
BallotMeasure	state	No	Transportation Funding	Colorado;Arapahoe County	total	151286
BallotMeasure	state	No	Transportation Funding	Colorado;Archuleta County	total	4256
BallotMeasure	state	No	Transportation Funding	Colorado;Baca County	total	1448
BallotMeasure	state	No	Transportation Funding	Colorado;Bent County	total	1387
BallotMeasure	state	No	Transportation Funding	Colorado;Boulder County	total	71884
BallotMeasure	state	No	Transportation Funding	Colorado;Broomfield County	total	18773
BallotMeasure	state	No	Transportation Funding	Colorado;Chaffee County	total	6763
BallotMeasure	state	No	Transportation Funding	Colorado;Cheyenne County	total	737
BallotMeasure	state	No	Transportation Funding	Colorado;Clear Creek County	total	2916
BallotMeasure	state	No	Transportation Funding	Colorado;Conejos County	total	2569
BallotMeasure	state	No	Transportation Funding	Colorado;Costilla County	total	1015
BallotMeasure	state	No	Transportation Funding	Colorado;Crowley County	total	1049
BallotMeasure	state	No	Transportation Funding	Colorado;Custer County	total	2088
BallotMeasure	state	No	Transportation Funding	Colorado;Delta County	total	10334
BallotMeasure	state	No	Transportation Funding	Colorado;Denver County	total	130707
BallotMeasure	state	No	Transportation Funding	Colorado;Dolores County	total	913
BallotMeasure	state	No	Transportation Funding	Colorado;Douglas County	total	107515
BallotMeasure	state	No	Transportation Funding	Colorado;Eagle County	total	10967
BallotMeasure	state	No	Transportation Funding	Colorado;El Paso County	total	199219
BallotMeasure	state	No	Transportation Funding	Colorado;Elbert County	total	10957
BallotMeasure	state	No	Transportation Funding	Colorado;Fremont County	total	14068
BallotMeasure	state	No	Transportation Funding	Colorado;Garfield County	total	14161
BallotMeasure	state	No	Transportation Funding	Colorado;Gilpin County	total	1979
BallotMeasure	state	No	Transportation Funding	Colorado;Grand County	total	4650
BallotMeasure	state	No	Transportation Funding	Colorado;Gunnison County	total	4869
BallotMeasure	state	No	Transportation Funding	Colorado;Hinsdale County	total	319
BallotMeasure	state	No	Transportation Funding	Colorado;Huerfano County	total	2295
BallotMeasure	state	No	Transportation Funding	Colorado;Jackson County	total	578
BallotMeasure	state	No	Transportation Funding	Colorado;Jefferson County	total	169813
BallotMeasure	state	No	Transportation Funding	Colorado;Kiowa County	total	522
BallotMeasure	state	No	Transportation Funding	Colorado;Kit Carson County	total	2166
BallotMeasure	state	No	Transportation Funding	Colorado;La Plata County	total	15055
BallotMeasure	state	No	Transportation Funding	Colorado;Lake County	total	1678
BallotMeasure	state	No	Transportation Funding	Colorado;Larimer County	total	94769
BallotMeasure	state	No	Transportation Funding	Colorado;Las Animas County	total	4183
BallotMeasure	state	No	Transportation Funding	Colorado;Lincoln County	total	1572
BallotMeasure	state	No	Transportation Funding	Colorado;Logan County	total	5846
BallotMeasure	state	No	Transportation Funding	Colorado;Mesa County	total	45358
BallotMeasure	state	No	Transportation Funding	Colorado;Mineral County	total	356
BallotMeasure	state	No	Transportation Funding	Colorado;Moffat County	total	3908
BallotMeasure	state	No	Transportation Funding	Colorado;Montezuma County	total	7790
BallotMeasure	state	No	Transportation Funding	Colorado;Montrose County	total	13411
BallotMeasure	state	No	Transportation Funding	Colorado;Morgan County	total	7600
BallotMeasure	state	No	Transportation Funding	Colorado;Otero County	total	5309
BallotMeasure	state	No	Transportation Funding	Colorado;Ouray County	total	1687
BallotMeasure	state	No	Transportation Funding	Colorado;Park County	total	6331
BallotMeasure	state	No	Transportation Funding	Colorado;Phillips County	total	1322
BallotMeasure	state	No	Transportation Funding	Colorado;Pitkin County	total	4450
BallotMeasure	state	No	Transportation Funding	Colorado;Prowers County	total	2949
BallotMeasure	state	No	Transportation Funding	Colorado;Pueblo County	total	45718
BallotMeasure	state	No	Transportation Funding	Colorado;Rio Blanco County	total	2211
BallotMeasure	state	No	Transportation Funding	Colorado;Rio Grande County	total	3445
BallotMeasure	state	No	Transportation Funding	Colorado;Routt County	total	6668
BallotMeasure	state	No	Transportation Funding	Colorado;Saguache County	total	1591
BallotMeasure	state	No	Transportation Funding	Colorado;San Juan County	total	268
