contest_type	Contest	contest_district_type	Selection	ReportingUnit	CountItemType	Count
Candidate	Colorado;General Assembly House of Representatives District 62	state-house	Donald E. Valdez	Colorado;Pueblo County	total	5369
Candidate	Colorado;General Assembly House of Representatives District 62	state-house	Donald E. Valdez	Colorado;Rio Grande County	total	2145
Candidate	Colorado;General Assembly House of Representatives District 62	state-house	Donald E. Valdez	Colorado;Saguache County	total	1557
Candidate	Colorado;General Assembly House of Representatives District 62	state-house	Scott Honeycutt	Colorado;Alamosa County	total	2760
Candidate	Colorado;General Assembly House of Representatives District 62	state-house	Scott Honeycutt	Colorado;Conejos County	total	1486
Candidate	Colorado;General Assembly House of Representatives District 62	state-house	Scott Honeycutt	Colorado;Costilla County	total	482
Candidate	Colorado;General Assembly House of Representatives District 62	state-house	Scott Honeycutt	Colorado;Huerfano County	total	1659
Candidate	Colorado;General Assembly House of Representatives District 62	state-house	Scott Honeycutt	Colorado;Mineral County	total	325
Candidate	Colorado;General Assembly House of Representatives District 62	state-house	Scott Honeycutt	Colorado;Pueblo County	total	2991
Candidate	Colorado;General Assembly House of Representatives District 62	state-house	Scott Honeycutt	Colorado;Rio Grande County	total	2765
Candidate	Colorado;General Assembly House of Representatives District 62	state-house	Scott Honeycutt	Colorado;Saguache County	total	1044
Candidate	Colorado;General Assembly House of Representatives District 63	state-house	Brandon D. Bobian	Colorado;Weld County	total	15346
Candidate	Colorado;General Assembly House of Representatives District 63	state-house	Joe Johnson	Colorado;Weld County	total	2060
Candidate	Colorado;General Assembly House of Representatives District 63	state-house	Lori A. Saine	Colorado;Weld County	total	25816
Candidate	Colorado;General Assembly House of Representatives District 64	state-house	Kimmi Lewis	Colorado;Baca County	total	1643
Candidate	Colorado;General Assembly House of Representatives District 64	state-house	Kimmi Lewis	Colorado;Bent County	total	1261
Candidate	Colorado;General Assembly House of Representatives District 64	state-house	Kimmi Lewis	Colorado;Crowley County	total	996
Candidate	Colorado;General Assembly House of Representatives District 64	state-house	Kimmi Lewis	Colorado;Elbert County	total	11158
Candidate	Colorado;General Assembly House of Representatives District 64	state-house	Kimmi Lewis	Colorado;Kiowa County	total	670
Candidate	Colorado;General Assembly House of Representatives District 64	state-house	Kimmi Lewis	Colorado;Las Animas County	total	3539
Candidate	Colorado;General Assembly House of Representatives District 64	state-house	Kimmi Lewis	Colorado;Lincoln County	total	1718
Candidate	Colorado;General Assembly House of Representatives District 64	state-house	Kimmi Lewis	Colorado;Prowers County	total	3071
Candidate	Colorado;General Assembly House of Representatives District 64	state-house	Kimmi Lewis	Colorado;Washington County	total	2093
Candidate	Colorado;General Assembly House of Representatives District 64	state-house	Teri Nilson Baird	Colorado;Baca County	total	240
Candidate	Colorado;General Assembly House of Representatives District 64	state-house	Teri Nilson Baird	Colorado;Bent County	total	583
Candidate	Colorado;General Assembly House of Representatives District 64	state-house	Teri Nilson Baird	Colorado;Crowley County	total	380
Candidate	Colorado;General Assembly House of Representatives District 64	state-house	Teri Nilson Baird	Colorado;Elbert County	total	3157
Candidate	Colorado;General Assembly House of Representatives District 64	state-house	Teri Nilson Baird	Colorado;Kiowa County	total	89
Candidate	Colorado;General Assembly House of Representatives District 64	state-house	Teri Nilson Baird	Colorado;Las Animas County	total	2640
Candidate	Colorado;General Assembly House of Representatives District 64	state-house	Teri Nilson Baird	Colorado;Lincoln County	total	314
Candidate	Colorado;General Assembly House of Representatives District 64	state-house	Teri Nilson Baird	Colorado;Prowers County	total	998
Candidate	Colorado;General Assembly House of Representatives District 64	state-house	Teri Nilson Baird	Colorado;Washington County	total	250
Candidate	Colorado;General Assembly House of Representatives District 65	state-house	Bethleen McCall	Colorado;Cheyenne County	total	135
Candidate	Colorado;General Assembly House of Representatives District 65	state-house	Bethleen McCall	Colorado;Kit Carson County	total	497
Candidate	Colorado;General Assembly House of Representatives District 65	state-house	Bethleen McCall	Colorado;Logan County	total	1835
Candidate	Colorado;General Assembly House of Representatives District 65	state-house	Bethleen McCall	Colorado;Morgan County	total	2845
Candidate	Colorado;General Assembly House of Representatives District 65	state-house	Bethleen McCall	Colorado;Phillips County	total	427
Candidate	Colorado;General Assembly House of Representatives District 65	state-house	Bethleen McCall	Colorado;Sedgwick County	total	272
Candidate	Colorado;General Assembly House of Representatives District 65	state-house	Bethleen McCall	Colorado;Yuma County	total	1054
Candidate	Colorado;General Assembly House of Representatives District 65	state-house	Rod Pelton	Colorado;Cheyenne County	total	854
Candidate	Colorado;General Assembly House of Representatives District 65	state-house	Rod Pelton	Colorado;Kit Carson County	total	2548
Candidate	Colorado;General Assembly House of Representatives District 65	state-house	Rod Pelton	Colorado;Logan County	total	6501
Candidate	Colorado;General Assembly House of Representatives District 65	state-house	Rod Pelton	Colorado;Morgan County	total	7421
Candidate	Colorado;General Assembly House of Representatives District 65	state-house	Rod Pelton	Colorado;Phillips County	total	1531
Candidate	Colorado;General Assembly House of Representatives District 65	state-house	Rod Pelton	Colorado;Sedgwick County	total	884
Candidate	Colorado;General Assembly House of Representatives District 65	state-house	Rod Pelton	Colorado;Yuma County	total	3007
Candidate	Colorado;General Assembly House of Representatives District 7	state-house	James Rashad Coleman	Colorado;Denver County	total	27272
Candidate	Colorado;General Assembly House of Representatives District 7	state-house	Jay Frank Kucera	Colorado;Denver County	total	5338
Candidate	Colorado;General Assembly House of Representatives District 8	state-house	Leslie Herod	Colorado;Denver County	total	39517
Candidate	Colorado;General Assembly House of Representatives District 9	state-house	Bob Lane	Colorado;Arapahoe County	total	804
Candidate	Colorado;General Assembly House of Representatives District 9	state-house	Bob Lane	Colorado;Denver County	total	9862
Candidate	Colorado;General Assembly House of Representatives District 9	state-house	Emily Sirota	Colorado;Arapahoe County	total	2415
Candidate	Colorado;General Assembly House of Representatives District 9	state-house	Emily Sirota	Colorado;Denver County	total	24850
Candidate	Colorado;General Assembly Senate District 1	state-senate	Debra Gustafson	Colorado;Cheyenne County	total	132
Candidate	Colorado;General Assembly Senate District 1	state-senate	Debra Gustafson	Colorado;Elbert County	total	3241
Candidate	Colorado;General Assembly Senate District 1	state-senate	Debra Gustafson	Colorado;Kit Carson County	total	492
Candidate	Colorado;General Assembly Senate District 1	state-senate	Debra Gustafson	Colorado;Lincoln County	total	345
Candidate	Colorado;General Assembly Senate District 1	state-senate	Debra Gustafson	Colorado;Logan County	total	1490
Candidate	Colorado;General Assembly Senate District 1	state-senate	Debra Gustafson	Colorado;Morgan County	total	2722
Candidate	Colorado;General Assembly Senate District 1	state-senate	Debra Gustafson	Colorado;Phillips County	total	322
Candidate	Colorado;General Assembly Senate District 1	state-senate	Debra Gustafson	Colorado;Sedgwick County	total	229
Candidate	Colorado;General Assembly Senate District 1	state-senate	Debra Gustafson	Colorado;Washington County	total	249
Candidate	Colorado;General Assembly Senate District 1	state-senate	Debra Gustafson	Colorado;Weld County	total	4076
Candidate	Colorado;General Assembly Senate District 1	state-senate	Debra Gustafson	Colorado;Yuma County	total	596
Candidate	Colorado;General Assembly Senate District 1	state-senate	Jerry Sonnenberg	Colorado;Cheyenne County	total	829
Candidate	Colorado;General Assembly Senate District 1	state-senate	Jerry Sonnenberg	Colorado;Elbert County	total	11132
Candidate	Colorado;General Assembly Senate District 1	state-senate	Jerry Sonnenberg	Colorado;Kit Carson County	total	2543
Candidate	Colorado;General Assembly Senate District 1	state-senate	Jerry Sonnenberg	Colorado;Lincoln County	total	1709
Candidate	Colorado;General Assembly Senate District 1	state-senate	Jerry Sonnenberg	Colorado;Logan County	total	7045
Candidate	Colorado;General Assembly Senate District 1	state-senate	Jerry Sonnenberg	Colorado;Morgan County	total	7754
Candidate	Colorado;General Assembly Senate District 1	state-senate	Jerry Sonnenberg	Colorado;Phillips County	total	1722
Candidate	Colorado;General Assembly Senate District 1	state-senate	Jerry Sonnenberg	Colorado;Sedgwick County	total	968
Candidate	Colorado;General Assembly Senate District 1	state-senate	Jerry Sonnenberg	Colorado;Washington County	total	2153
Candidate	Colorado;General Assembly Senate District 1	state-senate	Jerry Sonnenberg	Colorado;Weld County	total	12970
Candidate	Colorado;General Assembly Senate District 1	state-senate	Jerry Sonnenberg	Colorado;Yuma County	total	3486
Candidate	Colorado;General Assembly Senate District 11	state-senate	Pat McIntire	Colorado;El Paso County	total	17200
Candidate	Colorado;General Assembly Senate District 11	state-senate	Pete Lee	Colorado;El Paso County	total	28015
Candidate	Colorado;General Assembly Senate District 13	state-senate	Eric E. Joss	Colorado;Weld County	total	1776
Candidate	Colorado;General Assembly Senate District 13	state-senate	John Cooke	Colorado;Weld County	total	33026
Candidate	Colorado;General Assembly Senate District 13	state-senate	Phil Kelley	Colorado;Weld County	total	21453
Candidate	Colorado;General Assembly Senate District 15	state-senate	Rebecca Cranston	Colorado;Larimer County	total	39256
Candidate	Colorado;General Assembly Senate District 15	state-senate	Rob Woodward	Colorado;Larimer County	total	44434
Candidate	Colorado;General Assembly Senate District 16	state-senate	James Gilman	Colorado;Boulder County	total	217
Candidate	Colorado;General Assembly Senate District 16	state-senate	James Gilman	Colorado;Denver County	total	400
Candidate	Colorado;General Assembly Senate District 16	state-senate	James Gilman	Colorado;Gilpin County	total	152
Candidate	Colorado;General Assembly Senate District 16	state-senate	James Gilman	Colorado;Jefferson County	total	1828
Candidate	Colorado;General Assembly Senate District 16	state-senate	Tammy Story	Colorado;Boulder County	total	5480
Candidate	Colorado;General Assembly Senate District 16	state-senate	Tammy Story	Colorado;Denver County	total	7689
Candidate	Colorado;General Assembly Senate District 16	state-senate	Tammy Story	Colorado;Gilpin County	total	1791
Candidate	Colorado;General Assembly Senate District 16	state-senate	Tammy Story	Colorado;Jefferson County	total	32443
Candidate	Colorado;General Assembly Senate District 16	state-senate	Tim Neville	Colorado;Boulder County	total	2043
Candidate	Colorado;General Assembly Senate District 16	state-senate	Tim Neville	Colorado;Denver County	total	5155
Candidate	Colorado;General Assembly Senate District 16	state-senate	Tim Neville	Colorado;Gilpin County	total	1401
Candidate	Colorado;General Assembly Senate District 16	state-senate	Tim Neville	Colorado;Jefferson County	total	26555
Candidate	Colorado;General Assembly Senate District 2	state-senate	"Beth ""Hart"" Harz"	Colorado;Clear Creek County	total	2936
Candidate	Colorado;General Assembly Senate District 2	state-senate	"Beth ""Hart"" Harz"	Colorado;El Paso County	total	6149
Candidate	Colorado;General Assembly Senate District 2	state-senate	"Beth ""Hart"" Harz"	Colorado;Fremont County	total	5962
Candidate	Colorado;General Assembly Senate District 2	state-senate	"Beth ""Hart"" Harz"	Colorado;Park County	total	3666
Candidate	Colorado;General Assembly Senate District 2	state-senate	"Beth ""Hart"" Harz"	Colorado;Teller County	total	3870
Candidate	Colorado;General Assembly Senate District 2	state-senate	Dennis Hisey	Colorado;Clear Creek County	total	2308
Candidate	Colorado;General Assembly Senate District 2	state-senate	Dennis Hisey	Colorado;El Paso County	total	12627
Candidate	Colorado;General Assembly Senate District 2	state-senate	Dennis Hisey	Colorado;Fremont County	total	13228
Candidate	Colorado;General Assembly Senate District 2	state-senate	Dennis Hisey	Colorado;Park County	total	5630
Candidate	Colorado;General Assembly Senate District 2	state-senate	Dennis Hisey	Colorado;Teller County	total	8738
Candidate	Colorado;General Assembly Senate District 20	state-senate	Charles Messick	Colorado;Jefferson County	total	3239
Candidate	Colorado;General Assembly Senate District 20	state-senate	Christine Jensen	Colorado;Jefferson County	total	39102
Candidate	Colorado;General Assembly Senate District 20	state-senate	Jessie Danielson	Colorado;Jefferson County	total	49974
Candidate	Colorado;General Assembly Senate District 22	state-senate	Brittany Pettersen	Colorado;Jefferson County	total	42747
Candidate	Colorado;General Assembly Senate District 22	state-senate	Tony Sanchez	Colorado;Jefferson County	total	30754
Candidate	Colorado;General Assembly Senate District 24	state-senate	Adam Matkowsky	Colorado;Adams County	total	3328
Candidate	Colorado;General Assembly Senate District 24	state-senate	Beth Martinez Humenik	Colorado;Adams County	total	27068
Candidate	Colorado;General Assembly Senate District 24	state-senate	Donald Osborn	Colorado;Adams County	total	2033
Candidate	Colorado;General Assembly Senate District 24	state-senate	Faith Winter	Colorado;Adams County	total	35578
Candidate	Colorado;General Assembly Senate District 3	state-senate	John Pickerill	Colorado;Pueblo County	total	14253
Candidate	Colorado;General Assembly Senate District 3	state-senate	Leroy M. Garcia	Colorado;Pueblo County	total	39768
Candidate	Colorado;General Assembly Senate District 30	state-senate	Chris Holbert	Colorado;Douglas County	total	43948
Candidate	Colorado;General Assembly Senate District 30	state-senate	Julia Varnell-Sarjeant	Colorado;Douglas County	total	34604
Candidate	Colorado;General Assembly Senate District 30	state-senate	Steve Peterson	Colorado;Douglas County	total	4710
Candidate	Colorado;General Assembly Senate District 32	state-senate	Mark Calonder	Colorado;Denver County	total	17294
Candidate	Colorado;General Assembly Senate District 32	state-senate	Peter Lucas Smith	Colorado;Denver County	total	3446
Candidate	Colorado;General Assembly Senate District 32	state-senate	Robert Rodriguez	Colorado;Denver County	total	53307
Candidate	Colorado;General Assembly Senate District 34	state-senate	Gordon Alley	Colorado;Denver County	total	11018
Candidate	Colorado;General Assembly Senate District 34	state-senate	Julie Gonzales	Colorado;Denver County	total	54312
Candidate	Colorado;General Assembly Senate District 5	state-senate	Kerry Donovan	Colorado;Chaffee County	total	6119
Candidate	Colorado;General Assembly Senate District 5	state-senate	Kerry Donovan	Colorado;Delta County	total	5358
Candidate	Colorado;General Assembly Senate District 5	state-senate	Kerry Donovan	Colorado;Eagle County	total	14906
Candidate	Colorado;General Assembly Senate District 5	state-senate	Kerry Donovan	Colorado;Gunnison County	total	5851
Candidate	Colorado;General Assembly Senate District 5	state-senate	Kerry Donovan	Colorado;Hinsdale County	total	232
Candidate	Colorado;General Assembly Senate District 5	state-senate	Kerry Donovan	Colorado;Lake County	total	1920
Candidate	Colorado;General Assembly Senate District 5	state-senate	Kerry Donovan	Colorado;Pitkin County	total	7452
Candidate	Colorado;General Assembly Senate District 5	state-senate	Olen Lund	Colorado;Chaffee County	total	4753
Candidate	Colorado;General Assembly Senate District 5	state-senate	Olen Lund	Colorado;Delta County	total	9615
Candidate	Colorado;General Assembly Senate District 5	state-senate	Olen Lund	Colorado;Eagle County	total	6787
Candidate	Colorado;General Assembly Senate District 5	state-senate	Olen Lund	Colorado;Gunnison County	total	2790
Candidate	Colorado;General Assembly Senate District 5	state-senate	Olen Lund	Colorado;Hinsdale County	total	309
Candidate	Colorado;General Assembly Senate District 5	state-senate	Olen Lund	Colorado;Lake County	total	897
Candidate	Colorado;General Assembly Senate District 5	state-senate	Olen Lund	Colorado;Pitkin County	total	2224
Candidate	Colorado;General Assembly Senate District 6	state-senate	Don Coram	Colorado;Archuleta County	total	3843
Candidate	Colorado;General Assembly Senate District 6	state-senate	Don Coram	Colorado;Dolores County	total	868
Candidate	Colorado;General Assembly Senate District 6	state-senate	Don Coram	Colorado;La Plata County	total	12412
Candidate	Colorado;General Assembly Senate District 6	state-senate	Don Coram	Colorado;Montezuma County	total	7187
Candidate	Colorado;General Assembly Senate District 6	state-senate	Don Coram	Colorado;Montrose County	total	13271
Candidate	Colorado;General Assembly Senate District 6	state-senate	Don Coram	Colorado;Ouray County	total	1334
Candidate	Colorado;General Assembly Senate District 6	state-senate	Don Coram	Colorado;San Juan County	total	167
Candidate	Colorado;General Assembly Senate District 6	state-senate	Don Coram	Colorado;San Miguel County	total	1006
Candidate	Colorado;General Assembly Senate District 6	state-senate	Guinn Unger Jr.	Colorado;Archuleta County	total	2777
Candidate	Colorado;General Assembly Senate District 6	state-senate	Guinn Unger Jr.	Colorado;Dolores County	total	264
Candidate	Colorado;General Assembly Senate District 6	state-senate	Guinn Unger Jr.	Colorado;La Plata County	total	15514
Candidate	Colorado;General Assembly Senate District 6	state-senate	Guinn Unger Jr.	Colorado;Montezuma County	total	4295
Candidate	Colorado;General Assembly Senate District 6	state-senate	Guinn Unger Jr.	Colorado;Montrose County	total	5282
Candidate	Colorado;General Assembly Senate District 6	state-senate	Guinn Unger Jr.	Colorado;Ouray County	total	1807
Candidate	Colorado;General Assembly Senate District 6	state-senate	Guinn Unger Jr.	Colorado;San Juan County	total	272
Candidate	Colorado;General Assembly Senate District 6	state-senate	Guinn Unger Jr.	Colorado;San Miguel County	total	2997
Candidate	Colorado;General Assembly Senate District 7	state-senate	Chris Kennedy	Colorado;Mesa County	total	24205
Candidate	Colorado;General Assembly Senate District 7	state-senate	Ray Scott	Colorado;Mesa County	total	42327
Candidate	Colorado;General Assembly Senate District 9	state-senate	Gil Armendariz	Colorado;El Paso County	total	25892
Candidate	Colorado;General Assembly Senate District 9	state-senate	Paul Lundeen	Colorado;El Paso County	total	61341
Candidate	Colorado;US Congress House of Representatives District 1	congressional	Charles Casper Stockham	Colorado;Arapahoe County	total	8300
Candidate	Colorado;US Congress House of Representatives District 1	congressional	Charles Casper Stockham	Colorado;Denver County	total	57186
Candidate	Colorado;US Congress House of Representatives District 1	congressional	Charles Casper Stockham	Colorado;Jefferson County	total	19721
Candidate	Colorado;US Congress House of Representatives District 1	congressional	Diana DeGette	Colorado;Arapahoe County	total	15645
Candidate	Colorado;US Congress House of Representatives District 1	congressional	Diana DeGette	Colorado;Denver County	total	239280
Candidate	Colorado;US Congress House of Representatives District 1	congressional	Diana DeGette	Colorado;Jefferson County	total	17961
Candidate	Colorado;US Congress House of Representatives District 1	congressional	Miguel Lopez	Colorado;Arapahoe County	total	3
Candidate	Colorado;US Congress House of Representatives District 1	congressional	Miguel Lopez	Colorado;Denver County	total	19
Candidate	Colorado;US Congress House of Representatives District 1	congressional	Raymon Anthony Doane	Colorado;Arapahoe County	total	850
Candidate	Colorado;US Congress House of Representatives District 1	congressional	Raymon Anthony Doane	Colorado;Denver County	total	9583
Candidate	Colorado;US Congress House of Representatives District 1	congressional	Raymon Anthony Doane	Colorado;Jefferson County	total	1167
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Joe Neguse	Colorado;Boulder County	total	100066
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Joe Neguse	Colorado;Broomfield County	total	20290
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Joe Neguse	Colorado;Clear Creek County	total	2847
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Joe Neguse	Colorado;Eagle County	total	3641
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Joe Neguse	Colorado;Gilpin County	total	1732
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Joe Neguse	Colorado;Grand County	total	3328
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Joe Neguse	Colorado;Jefferson County	total	24426
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Joe Neguse	Colorado;Larimer County	total	92787
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Joe Neguse	Colorado;Park County	total	1656
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Joe Neguse	Colorado;Summit County	total	8835
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Kevin Alumbaugh	Colorado;Boulder County	total	120
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Kevin Alumbaugh	Colorado;Broomfield County	total	3
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Kevin Alumbaugh	Colorado;Clear Creek County	total	1
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Kevin Alumbaugh	Colorado;Gilpin County	total	4
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Kevin Alumbaugh	Colorado;Jefferson County	total	5
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Kevin Alumbaugh	Colorado;Larimer County	total	15
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Kevin Alumbaugh	Colorado;Park County	total	2
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Kevin Alumbaugh	Colorado;Summit County	total	1
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Nick Thomas	Colorado;Boulder County	total	3895
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Nick Thomas	Colorado;Broomfield County	total	1564
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Nick Thomas	Colorado;Clear Creek County	total	253
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Nick Thomas	Colorado;Eagle County	total	238
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Nick Thomas	Colorado;Gilpin County	total	198
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Nick Thomas	Colorado;Grand County	total	432
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Nick Thomas	Colorado;Jefferson County	total	1698
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Nick Thomas	Colorado;Larimer County	total	7113
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Nick Thomas	Colorado;Park County	total	263
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Nick Thomas	Colorado;Summit County	total	702
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Peter Yu	Colorado;Boulder County	total	22169
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Peter Yu	Colorado;Broomfield County	total	13019
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Peter Yu	Colorado;Clear Creek County	total	2062
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Peter Yu	Colorado;Eagle County	total	1527
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Peter Yu	Colorado;Gilpin County	total	1304
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Peter Yu	Colorado;Grand County	total	3609
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Peter Yu	Colorado;Jefferson County	total	22005
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Peter Yu	Colorado;Larimer County	total	72558
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Peter Yu	Colorado;Park County	total	2580
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Peter Yu	Colorado;Summit County	total	4068
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Roger Barris	Colorado;Boulder County	total	2352
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Roger Barris	Colorado;Broomfield County	total	776
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Roger Barris	Colorado;Clear Creek County	total	156
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Roger Barris	Colorado;Eagle County	total	142
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Roger Barris	Colorado;Gilpin County	total	107
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Roger Barris	Colorado;Grand County	total	222
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Roger Barris	Colorado;Jefferson County	total	1185
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Roger Barris	Colorado;Larimer County	total	4330
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Roger Barris	Colorado;Park County	total	125
Candidate	Colorado;US Congress House of Representatives District 2	congressional	Roger Barris	Colorado;Summit County	total	354
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Bruce Lohmiller	Colorado;Mesa County	total	1
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Bruce Lohmiller	Colorado;Pueblo County	total	2
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Alamosa County	total	2875
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Archuleta County	total	2635
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Conejos County	total	1547
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Costilla County	total	1043
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Custer County	total	799
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Delta County	total	4543
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Dolores County	total	257
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Eagle County	total	9667
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Garfield County	total	11410
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Gunnison County	total	5383
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Hinsdale County	total	211
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Huerfano County	total	1638
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Jackson County	total	138
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;La Plata County	total	15556
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Lake County	total	1645
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Mesa County	total	21460
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Mineral County	total	246
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Moffat County	total	842
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Montezuma County	total	4275
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Montrose County	total	5388
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Ouray County	total	1826
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Pitkin County	total	7150
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Pueblo County	total	30541
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Rio Blanco County	total	396
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Rio Grande County	total	1804
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Routt County	total	8353
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;Saguache County	total	1502
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;San Juan County	total	264
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Diane Mitsch Bush	Colorado;San Miguel County	total	3032
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Gary Swing	Colorado;Garfield County	total	1
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Gary Swing	Colorado;La Plata County	total	2
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Gary Swing	Colorado;Mesa County	total	1
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Gary Swing	Colorado;Pitkin County	total	1
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Gary Swing	Colorado;Pueblo County	total	4
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Gaylon Kent	Colorado;Alamosa County	total	89
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Gaylon Kent	Colorado;Archuleta County	total	99
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Gaylon Kent	Colorado;Conejos County	total	36
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Gaylon Kent	Colorado;Costilla County	total	28
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Gaylon Kent	Colorado;Custer County	total	47
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Gaylon Kent	Colorado;Delta County	total	208
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Gaylon Kent	Colorado;Dolores County	total	12
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Gaylon Kent	Colorado;Eagle County	total	223
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Gaylon Kent	Colorado;Garfield County	total	348
Candidate	Colorado;US Congress House of Representatives District 3	congressional	Gaylon Kent	Colorado;Gunnison County	total	170
